"编号","开始答题时间","结束答题时间","答题时长","1.过去半年里，您在控制体重或改善体型方面处于什么状态?","2.您认真尝试控制体重大概有多久、试过几次?","3.回顾您所有的减脂尝试，效果最好的一次大概是什么情况?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?[选项填空]","5.在减脂这件事上，您过去实际接受过哪种外部指导?","6.当您决定开始（或重新开始）减脂时，您通常怎么准备?","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【自己做饭】在家自己买菜做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【食堂】公司或学校食堂","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外卖】外卖平台点餐","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外出就餐】去餐厅、小吃店等","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【家人做饭】家人负责做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【便利食品】便利店、预制餐、代餐等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【自己做饭】在家自己买菜做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【食堂】公司或学校食堂","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外卖】外卖平台点餐","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外出就餐】去餐厅、小吃店等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【家人做饭】家人负责做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【便利食品】便利店、预制餐、代餐等","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?[选项填空]","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【个性化】是否针对我的具体情况，而不是给通用建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【专业性】是否有科学依据或专业知识支撑","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【记忆力】是否记得我之前说过的话和情况","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【态度】语气是否让我舒服，不会有压力或被审判感","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【可执行】能否给出我实际能做到的具体行动建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【交流风格】交流方式让我感到舒服","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【不确定】体验不多，说不好","11.您目前的居住情况?","12.对于健康或运动类App的推送通知（比如提醒你记录饮食、该运动了等），您更希望怎样?","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:A.手机App（独立应用）","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:B.微信小程序","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:C.手机网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:D.电脑网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____[选项填空]","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:A.手机App（独立应用）","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:B.微信小程序","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:C.手机网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:D.电脑网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____[选项填空]","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【社交媒体】刷或搜小红书、抖音、B站、微信等平台的相关内容","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【搜索引擎】在百度、Google等搜索具体问题","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问AI】用ChatGPT、豆包、Kimi等AI工具咨询","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问身边人】问朋友、家人或同事","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【专业人士】咨询医生、营养师或教练","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【不太找】基本不主动找信息，凭自己感觉和经验","16.过去一年中，在控制体重这件事上，您大概花了多少钱（人民币）?","17.您的性别","18.您的年龄段","19.您目前所在城市属于哪一类?","20.您日常最常使用的内容平台是?:小红书","20.您日常最常使用的内容平台是?:抖音","20.您日常最常使用的内容平台是?:微信公众号/视频号","20.您日常最常使用的内容平台是?:B站","20.您日常最常使用的内容平台是?:知乎","20.您日常最常使用的内容平台是?:微博","20.您日常最常使用的内容平台是?:其他 ____","20.您日常最常使用的内容平台是?:其他 ____[选项填空]","21.您觉得以下哪个描述最接近您目前的体重状况?","22.您如何评价您在当下或近期的减肥/减脂/体重管理意愿强度？","23.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","24.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次10-15分钟的简短沟通（线上），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下微信号，我们会单独联系您。","25.如果您知道自己的MBTI类型，请选择","26.请简要描述最近一次您""本来不打算吃/喝但还是吃了""的经历——当时什么时间、什么场景、事后怎么想的?（3-5句话即可）","27.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","28.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次15-20分钟的简短沟通（线上或线下），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下联系方式（微信号），我们会单独联系您。","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","用户类型","用户标识","昵称","自定义字段","IP","UA","Referrer","投放名称","配额分组名称",
"90","17-Apr-2026 09:17:26","17-Apr-2026 09:21:41","255","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","1","2","3","5","6","4","4","2","1","3","5","6","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","4","2","1","3","6","7","5","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","","","","","","1","","","","","","4","1","5","2","3","6","B.【数百元】","B.女","C.31-40岁","C.【二线及以下】其他城市","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","7","心理辅导","Luly","G.ENFJ","	2","	1","Luly","简体中文","未清洗","","中国","广东省","肇庆市","微信","o86_0jkEYrHcKrXSR0A5vnDeGKic","Luly","","2408:8459:8c50:6a11:494e:86e7:86f2:720a","Mozilla/5.0 (iPhone; CPU iPhone OS 26_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/4G Language/zh_CN miniProgram/wxf7ee2adef29032d1","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"89","17-Apr-2026 09:12:35","17-Apr-2026 09:21:40","545","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","4","1","3","2","5","6","6","1","5","4","2","3","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","2","1","5","6","7","4","3","A.【独居】一个人住","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","3","4","","","1","2","3","4","","","2","5","1","3","4","6","C.【一千到三千】（不含三千）","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","B.抖音","C.微信公众号/视频号","D.B站","E.知乎","F.微博","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","7","时间需求太久了，没那么多时间","","A.INTJ","晚上饿的不行了，框框造只能","要求太高了","	1","简体中文","未清洗","","中国","内蒙古自治区","巴彦淖尔市","微信","o86_0jhjMQvPNYct4rY81YZVGBI0","Yoan","","2408:842c:b987:f979:a4a8:1fff:fe36:184","Mozilla/5.0 (Linux; Android 16; V2338A Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/8694 REV/dc23d2f3edaf45af8aa930734b7ed30ef2415b65 Mic","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"88","17-Apr-2026 09:19:16","17-Apr-2026 09:21:39","143","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","C.【中期少次】1-3年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","5","3","1","2","4","6","6","1","5","2","3","4","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","2","1","3","4","","","3","1","2","4","","","3","1","2","6","4","5","B.【数百元】","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","B.抖音","","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","7","200斤的，我想着自己变得更好。","	17536300524","D.ENTP","吃了很多抗生素和维生素，用于保持自己的体重。","长期吃轻奢食品，不会说去吃高热量食品。","	17536308527","简体中文","未清洗","","中国","山西省","晋中市","微信","o86_0jkES6XGOfFCJu2bEP514dRY",".","","2408:8427:aa11:c711::1","Mozilla/5.0 (Linux; Android 16; PLA110 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260201 MMWEBID/9471 REV/7546366db8ace19fe4a1c31e8c0bb02ae377d9e6 MicroM","https://wj.qq.com/s2/26364901/e71e/?openid=YjBoeFFrWkxOVWRsYWpNclVVRjNhMnhNWjFCSWFsRkJkbWR5VUZrclVrcGlSemRMU2trMGQxcDVXVDA9LS00L25oV0xZdTlyMnlmLzBNYUZqVWNRPT0tLWM3NTQ4NzVjYjJjNWNhM2I3NTI2Y2VjYThiZDQ5YmZh","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"87","17-Apr-2026 09:16:16","17-Apr-2026 09:21:39","323","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","A.【短期少次】不到1年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","4","1","3","5","6","4","2","1","3","5","6","A.【没用过或极少用】基本没用过AI聊天工具，或频率很低","","","","","","","","","A.【独居】一个人住","E.【不需要】不想收到推送，更喜欢自己主动使用","2","1","3","4","","","2","1","3","4","","","3","1","4","2","5","6","A.【没花过钱】","C.不愿透露","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","","D.B站","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","8","","","B.INTP","吃药","做饭","	1","简体中文","未清洗","","中国","广东省","广州市","微信","o86_0jp6ee8CNC-b9iUtJw68VRGw","MEILINGER","","2409:8a55:2c3:df80:a1dc:d8f:1c82:3956","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/WIFI Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"86","17-Apr-2026 09:16:53","17-Apr-2026 09:21:38","285","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","C.【中期少次】1-3年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","6","4","1","2","5","3","1","5","4","2","6","3","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","6","7","2","3","1","4","5","C.【合住】与室友或同学合住（含宿舍）","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","3","4","","","1","2","3","4","","","3","4","1","5","2","6","C.【一千到三千】（不含三千）","A.男","A.18-24岁","C.【二线及以下】其他城市","A.小红书","B.抖音","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","6","看到他人的减脂效果 因为考试准备放弃了","","Q.不知道","昨天本来不打算吃烤鸡腿 但还是在寝室吃了 吃完有点后悔","看到他人的减脂效果 因为考试复习放弃了","yangyang040125","简体中文","未清洗","","中国","江西省","宜春市","微信","o86_0jmmCExz3ATdBXp8h3dbpmtY","沉香","","2409:8938:7c62:8103:50e3:f3d:a997:44b1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/4G Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"85","17-Apr-2026 09:17:05","17-Apr-2026 09:21:36","271","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","E.【想请但没条件】想过请专业人士指导，但受限于费用、时间或渠道，没有实现","C.【直接行动】不太做计划，想到就开始，边做边调整","4","1","3","2","","","5","1","2","3","","4","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","4","1","2","","3","","","A.【独居】一个人住","C.【适度】每天1-2次，帮我保持节奏","2","1","","","","","2","1","","","","","1","","2","","","","B.【数百元】","B.女","C.31-40岁","A.【一线】北京、上海、广州、深圳","","","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","","暂无","暂无","A.INTJ","心情欠佳","暂无","暂无","简体中文","未清洗","","中国","浙江省","宁波市","微信","o86_0jggDCMnN0hFteMHR_uDsZmk","雪化了","","2409:892b:2900:9978:3cd5:1428:3421:3ec7","Mozilla/5.0 (Linux; Android 15; ALI-AN00 Build/HONORALI-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/8722 MicroMessenger/8.0.70.3060(0x2800463C) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"84","17-Apr-2026 09:11:55","17-Apr-2026 09:21:34","579","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","C.【中期少次】1-3年，1-2次","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","D.【一次就崩】一次没控制住之后，就很难重新开始，容易越来越松","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","D.【搜集信息】先大量搜集信息和方法，做足功课再开始行动","3","1","2","5","6","4","6","5","1","2","4","3","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","2","1","6","5","4","3","7","C.【合住】与室友或同学合住（含宿舍）","B.【中频】每天3-5次，只要内容有用就欢迎","3","2","4","5","1","手环","1","3","4","2","5","没有","1","4","2","5","3","6","C.【一千到三千】（不含三千）","A.男","A.18-24岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","4","看到他们的身材人我坚持了下来，我也想有那样的身材，可惜没坚持下去，太难了。","	18946956753","D.ENTP","晚上10点多，装备睡觉了，后悔伤心。","看到他们的身材后想成为那样的身材，后来没成功，太难了。","	18946954652","简体中文","未清洗","","中国","广东省","深圳市","微信","o86_0jrS5XXkQaOTDer97dsRRbN0","忧郁小猫","","61.141.252.163","Mozilla/5.0 (Linux; Android 16; 25060RK16C Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.177 Mobile Safari/537.36 XWEB/1460055 MMWEBSDK/20260202 MMWEBID/4398 MicroMessenger/8.0.70.3060(0x28004662) WeCha","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"83","17-Apr-2026 09:19:12","17-Apr-2026 09:21:25","133","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","C.【直接行动】不太做计划，想到就开始，边做边调整","2","5","4","3","1","6","1","6","2","3","4","5","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","4","1","2","3","","","2","1","3","4","","","2","1","5","3","4","","A.【没花过钱】","A.男","C.31-40岁","A.【一线】北京、上海、广州、深圳","A.小红书","","","","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","9","没有","	19526307615","G.ENFJ","没有","没有","	19526307615","简体中文","未清洗","","中国","广东省","广州市","微信","o86_0jgoSx6fRfRBFbWEsTCJkoYU","墨翼飛揚🐉","","2409:895b:a2e:8df7:94ad:dfff:fe7d:e5e9","Mozilla/5.0 (Linux; Android 15; V2361GA Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/7006 MicroMessenger/8.0.70.3060(0x280046C6) WeChat/a","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"82","17-Apr-2026 09:16:27","17-Apr-2026 09:21:03","276","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","E.【慢慢松懈】没什么具体原因，就是逐渐不那么在意了，不知不觉就停了","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","C.【直接行动】不太做计划，想到就开始，边做边调整","","1","","","","","","","1","2","","","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","1","2","6","3","4","7","5","C.【合住】与室友或同学合住（含宿舍）","C.【适度】每天1-2次，帮我保持节奏","1","","","","","","1","","","","","","1","","","","","","A.【没花过钱】","B.女","A.18-24岁","C.【二线及以下】其他城市","A.小红书","B.抖音","","D.B站","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","10","太枯燥","","P.ESFP","晚上朋友说聚餐，好久没有吃过好的了，太馋了，吃完有点后悔","身材的好保持","	19913448565","简体中文","未清洗","","中国","河南省","洛阳市","微信","o86_0jl0CgLFTIrpz0BmGf7azy6c","白芷🌿","","2408:8220:1721:ba60:88a4:4559:13a8:b5ff","Mozilla/5.0 (Linux; Android 16; 24129PN74C Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.153 Mobile Safari/537.36 XWEB/1460043 MMWEBSDK/20260202 MMWEBID/2368 REV/4772380e46575ef7d3e1af405aa58bd78fb1da15","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"81","17-Apr-2026 09:16:53","17-Apr-2026 09:20:57","244","B.【断断续续】时有时无，没有稳定执行","A.【短期少次】不到1年，1-2次","E.【未能坚持】还没坚持到能看见效果就中断了","C.【看不到效果】坚持了一段时间，但看不到明显变化，慢慢就放弃了","","D.【自己来】主要靠自己摸索，也没想过找人指导","D.【搜集信息】先大量搜集信息和方法，做足功课再开始行动","2","5","4","1","3","6","4","5","3","1","6","2","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","D.【低频】一周几次就够了，太频繁会关掉","4","1","2","3","","","4","1","2","3","","","3","1","6","2","4","5","B.【数百元】","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","C.微信公众号/视频号","D.B站","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","","","","G.ENFJ","后悔","没有","58756@.6","简体中文","未清洗","","中国","四川省","成都市","微信","o86_0jg-QKyKakhNpMSJ1rpXoXy4","初见","","240a:42d4:1000:801a:b17b:45d9:5aa1:ab28","Mozilla/5.0 (Linux; Android 13; M2102J2SC Build/TKQ1.221114.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/4175 MicroMessenger/8.0.70.3060(0x280046CC) WeChat/ar","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
